trackId,trackName,artistName,albumName,popularity,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,broad_genre
7DwVS1naLT9jP0PE78jg4P,AM:PM,NOTD,AM:PM,60.0,"pop dance, pop edm",0.808,0.62,4.0,-4.86,1.0,0.107,0.0403,1.2e-06,0.107,0.826,122.007,182951.0,4.0,Pop
7fCR5jaisnPxIHcvyUKAv9,Belong - Axwell & Years Remode Edit,Axwell,Belong,53.0,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house",0.536,0.881,6.0,-3.102,1.0,0.0388,0.0273,0.0,0.104,0.215,127.958,217500.0,4.0,EDM
5k38wzpLb15YgncyWdTZE4,Him & I (with Halsey),G-Eazy,The Beautiful & Damned,82.0,"indie pop rap, oakland hip hop, pop rap, rap",0.589,0.731,2.0,-6.343,1.0,0.0868,0.0534,0.0,0.308,0.191,87.908,268867.0,4.0,Indie/Alternative
2L9N0zZnd37dwF0clgxMGI,ceilings,Lizzy McAlpine,five seconds flat,87.0,"alt z, boston folk, indie pop, singer-songwriter pop",0.516,0.322,9.0,-11.762,1.0,0.0292,0.473,0.00194,0.215,0.261,148.005,182888.0,3.0,Indie/Alternative
0qwa6Mm9oZWLhGitD2Jfnq,Digital Love (feat. Hailee Steinfeld),Digital Farm Animals,Digital Love (feat. Hailee Steinfeld),42.0,uk dance,0.701,0.786,0.0,-4.429,1.0,0.0512,0.00606,0.0,0.0835,0.514,100.932,179507.0,4.0,EDM
0W4Kpfp1w2xkY3PrV714B7,Ho Hey,The Lumineers,The Lumineers,80.0,"folk-pop, modern rock, stomp and holler",0.685,0.466,0.0,-9.074,1.0,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,163133.0,4.0,Indie/Alternative
6ClgdWhFNpAGAMFAjAbor1,I Get You,Kasbo,I Get You,49.0,"future bass, pop edm, swedish electropop, vapor twitch",0.57,0.786,3.0,-3.85,1.0,0.0379,0.251,0.000415,0.279,0.179,111.028,237838.0,4.0,EDM
6bC7spF0E7vVSFVN7DQ7dD,The Little Things (feat. Angela McCluskey) - Kasbo Remix,Big Gigantic,Brighter Future,55.0,"electronic trap, glitch hop",0.483,0.58,10.0,-5.677,1.0,0.0442,0.222,2.32e-06,0.0946,0.208,85.221,183893.0,4.0,EDM
6zOhgKfbMiQWToE6K13s2s,Everyday,Logic,Everyday,55.0,"conscious hip hop, hip hop, pop rap, rap",0.668,0.756,1.0,-3.904,1.0,0.0382,0.0346,0.0,0.0793,0.474,149.908,204827.0,4.0,Pop
4NSW0Km5ZG60L8FthUebPJ,What I Like About You (feat. Theresa Rex),Jonas Blue,What I Like About You (feat. Theresa Rex),62.0,"pop, pop dance, tropical house, uk dance",0.46,0.8,1.0,-3.584,1.0,0.05,0.289,6.16e-06,0.121,0.553,102.46,220396.0,4.0,Pop
5ev0Z2lFzmhjlQCWpRAWiG,Only One - Radio Edit,Sigala,Only One,47.0,"dance pop, edm, pop dance, uk dance",0.626,0.938,7.0,-3.005,1.0,0.0944,0.0039,0.000452,0.599,0.518,124.932,203907.0,4.0,Pop
1KtD0xaLAikgIt5tPbteZQ,Thinking About You (feat. Ayah Marar),Calvin Harris,18 Months,70.0,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",0.725,0.874,0.0,-3.715,0.0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,247933.0,4.0,Pop
44EbX1Cuwpq3hdnpTHsmfO,Another You,Armin van Buuren,Embrace,62.0,"dutch trance, edm, pop dance, progressive house, trance",0.59,0.647,6.0,-5.06,0.0,0.033,0.00807,4.3e-05,0.0921,0.39,127.979,192307.0,4.0,EDM
1pGnyWdri6sC7lHmYdX1TH,You Make Me - Avicii By Avicii,Avicii,True: Avicii By Avicii,50.0,"dance pop, edm, pop, pop dance",0.648,0.936,3.0,-4.99,0.0,0.0819,0.0435,0.00456,0.205,0.719,125.024,181973.0,4.0,Pop
6OzgZ7OQHMFLMzjJcBGV0r,Flow Through Me,Ekali,A World Away,20.0,"brostep, canadian electronic, edm, electro house, electronic trap, future bass, vapor twitch",0.369,0.558,5.0,-7.24,1.0,0.0498,0.0716,0.229,0.101,0.0646,69.652,167326.0,4.0,EDM
62VDaXyDKsvmZ5PyQ2shd4,Back To You (feat. Kiiara),Ekali,A World Away,28.0,"brostep, canadian electronic, edm, electro house, electronic trap, future bass, vapor twitch",0.619,0.766,0.0,-5.754,0.0,0.0934,0.322,1.9e-05,0.246,0.196,94.997,173684.0,4.0,EDM
2jn4Xc20vuBXpoatzMJ2Ub,Runaway (feat. Reo Cragun),Ekali,A World Away,31.0,"brostep, canadian electronic, edm, electro house, electronic trap, future bass, vapor twitch",0.625,0.688,6.0,-4.994,0.0,0.0898,0.175,0.0,0.089,0.163,127.032,188976.0,4.0,EDM
3UidkynpEshXFzYKo5ahAd,Live Forever,Third Party,HOPE,44.0,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house",0.559,0.915,3.0,-4.523,1.0,0.0514,0.0463,2.33e-05,0.515,0.278,128.007,241875.0,4.0,EDM
0tCXnyfs5y0uh9AKnqnP2v,Remember,Third Party,TOGETHER,42.0,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house",0.47,0.905,7.0,-2.832,0.0,0.0641,0.0124,1.98e-06,0.509,0.054,127.063,228661.0,4.0,EDM
4cBSVGEHvZCPGKq2UnB26P,Access,Martin Garrix,BYLAW EP,41.0,"dutch edm, edm, pop, pop dance, progressive house",0.726,0.752,7.0,-7.401,0.0,0.0931,0.0529,0.145,0.201,0.174,128.035,195454.0,4.0,EDM
1PYsy4cGp3egbeaQDjIGIa,Yottabyte,Martin Garrix,BYLAW EP,48.0,"dutch edm, edm, pop, pop dance, progressive house",0.634,0.632,5.0,-4.52,0.0,0.0313,0.0129,0.000453,0.116,0.449,128.075,210005.0,4.0,EDM
1V0Zy7533bjXFSVtn3crzY,The Only Way Is Up,Martin Garrix,"Club Life, Vol. 4 - New York City",60.0,"dutch edm, edm, pop, pop dance, progressive house",0.597,0.736,1.0,-7.793,0.0,0.0309,0.00296,0.921,0.0914,0.172,128.179,258440.0,4.0,EDM
6wnzt59p7i8cAyuWl1avwr,If We’ll Ever Be Remembered,Martin Garrix,If We’ll Ever Be Remembered,55.0,"dutch edm, edm, pop, pop dance, progressive house",0.502,0.554,10.0,-5.788,1.0,0.0317,0.0353,0.0,0.62,0.512,125.786,210506.0,4.0,EDM
0wUxh6XMc698xPCfgBaPRV,Dreamer,Martin Garrix,Dreamer,49.0,"dutch edm, edm, pop, pop dance, progressive house",0.532,0.639,5.0,-7.419,0.0,0.0388,0.0507,0.00131,0.106,0.198,105.0,193399.0,4.0,EDM
3tka6vtNbu9C2xsbthEkNG,Hold On & Believe (feat. The Federal Empire),Martin Garrix,Seven,45.0,"dutch edm, edm, pop, pop dance, progressive house",0.552,0.759,4.0,-4.946,1.0,0.0389,0.0355,6.67e-05,0.099,0.41,128.08,234390.0,4.0,EDM
5oAgI7Pzg6vxuKrfapg3Pi,Pizza,Martin Garrix,Pizza,54.0,"dutch edm, edm, pop, pop dance, progressive house",0.381,0.712,5.0,-6.9,1.0,0.0355,0.000408,0.589,0.183,0.0378,127.967,255103.0,4.0,EDM
5YN0zHycJ0Yxz31A5QsVov,These Are The Times (feat. JRM),Martin Garrix,These Are The Times (feat. JRM),53.0,"dutch edm, edm, pop, pop dance, progressive house",0.687,0.707,4.0,-6.19,1.0,0.0328,0.0536,9.29e-05,0.16,0.607,127.033,188656.0,4.0,EDM
1TytykMo9zFzNdRbqTxfep,Feels This Good,Sigala,Every Cloud - Silver Linings,62.0,"dance pop, edm, pop dance, uk dance",0.629,0.917,6.0,-2.095,0.0,0.0964,0.0273,0.0,0.521,0.627,124.024,190609.0,4.0,Pop
7reh67rES37v1n9grDX6HO,Freezing,Mimi Webb,Amelia,60.0,"alt z, gen z singer-songwriter, uk pop",0.586,0.891,4.0,-4.949,1.0,0.0456,0.0129,0.0,0.0928,0.759,156.036,176989.0,4.0,Indie/Alternative
0SuLAslEMFZAXf0SwY7syi,All Time Low,Jon Bellion,The Human Condition,68.0,indie pop rap,0.617,0.567,0.0,-4.188,1.0,0.0828,0.0584,0.0,0.0933,0.505,90.246,217603.0,4.0,Indie/Alternative
59HjlYCeBsxdI0fcm3zglw,Wildest Dreams,Taylor Swift,1989,73.0,pop,0.554,0.666,8.0,-7.414,1.0,0.0747,0.0702,0.00593,0.106,0.472,140.056,220440.0,4.0,Pop
5WtfUKzXircvW8l5aaVZWT,What A Time (feat. Niall Horan),Julia Michaels,Inner Monologue Part 1,82.0,pop,0.516,0.467,0.0,-6.184,1.0,0.0302,0.662,0.0,0.0853,0.386,132.861,173307.0,4.0,Pop
0dXNQ8dckG4eYfEtq9zcva,All Night,The Vamps,Night & Day,73.0,"boy band, pop",0.538,0.804,8.0,-5.194,1.0,0.0358,0.0041,0.0,0.33,0.507,144.992,197640.0,4.0,Pop
3y3brCCecHC3Db18aIOnny,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",63.0,"edm, pop, pop dance, tropical house",0.591,0.705,9.0,-6.519,0.0,0.079,0.381,0.000116,0.131,0.27,121.799,215316.0,4.0,EDM
5icOoE6VgqFKohjWWNp0Ac,Here With Me,Marshmello,Here With Me,76.0,"brostep, edm, pop, progressive electro house",0.791,0.565,5.0,-3.933,0.0,0.0439,0.0623,0.0,0.156,0.181,99.961,156347.0,4.0,EDM
5Gu0PDLN4YJeW75PpBSg9p,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)",78.0,pop,0.664,0.708,8.0,-4.154,1.0,0.0474,0.0337,0.0,0.0841,0.742,103.07,174800.0,4.0,Pop
1HvCFAUIWQsWV9zud3UhDl,All Falls Down (feat. Juliander),Alan Walker,Different World,69.0,electro house,0.655,0.672,1.0,-4.966,1.0,0.0581,0.253,0.0,0.312,0.675,98.005,198880.0,4.0,EDM
56kItkqB3oSsLrXK4p3ja4,Over,CHVRCHES,Over,57.0,"indietronica, metropopolis, neo-synthpop, shimmer pop",0.643,0.687,4.0,-5.265,0.0,0.0436,0.00312,3.43e-06,0.0714,0.208,121.975,217126.0,4.0,EDM
6qIEUT4vS2g2g8EgqOS62o,Antidote,Audien,Antidote,48.0,"edm, electro house, pop dance, pop edm, progressive electro house, progressive house",0.65,0.75,9.0,-2.654,0.0,0.0678,0.352,0.0,0.325,0.462,128.041,188680.0,4.0,EDM
6ukMqDxnOPOgoHdak7Kyp3,Marvin Gaye (feat. Meghan Trainor),Charlie Puth,Some Type of Love,65.0,"pop, viral pop",0.795,0.616,1.0,-5.281,0.0,0.06,0.417,0.0,0.349,0.815,110.015,190453.0,4.0,Pop
7iinMLIDWw5QA7d6x0d5HJ,Roles Reversed,Mimi Webb,Roles Reversed,46.0,"alt z, gen z singer-songwriter, uk pop",0.528,0.43,5.0,-6.1,1.0,0.0322,0.334,4.09e-06,0.138,0.304,106.436,225446.0,4.0,Indie/Alternative
0uhBfy5rlLbuhDxrZfLZwP,Ain't That Why,R3HAB,The Wave,37.0,"dutch house, edm, electro house, pop dance, progressive electro house, slap house",0.596,0.61,6.0,-5.106,0.0,0.0492,0.391,0.0,0.168,0.336,139.761,159054.0,4.0,EDM
1s9PSUpePBIkHH1hKjFQ32,Next Life (feat. Krewella),Adventure Club,Love // Chaos,48.0,"brostep, canadian electronic, complextro, edm, electro house, filthstep, pop dance",0.515,0.788,7.0,-3.385,1.0,0.0377,0.0218,5.14e-05,0.128,0.198,142.073,186854.0,4.0,EDM
